docid,text_quang,text_us,QuangAnnotation,ProposedEvent1,ProposedEvent2,ProposedTlink
2010.02.03.cross.quake.resistant.housing,"In Pakistan , Article 25 worked with local craftspeople to determine the best way to build structures that could <withstand> quakes and then helped train people to build them .  "" By the time we <built> 80 to 100 buildings and we pulled out , we were leaving not just buildings , but also a capacity to build , "" Cross said . ",""" In Pakistan , Article 25 <e18:worked> with local craftspeople to determine the best way to <e20:build> structures that could withstand quakes and then <e22:helped> train people to <e24:build> them .  "" By the time we <e25:built> 80 to 100 buildings and we <e26:pulled> out , we were <e27:leaving> not just buildings , but also a capacity to build , "" Cross <e29:said> . ",built causes withstand,,,
2010.02.03.cross.quake.resistant.housing,"In Pakistan , the earthquake did enormous <damage> , but there was still a strong national government , relatively strong local government and a strong military presence in the Pakistan army with which we could collaborate .  In Haiti those institutions were already weak and in many cases have been <destroyed> by the earthquake . ","In Pakistan , the earthquake did enormous damage , but there was still a strong national government , relatively strong local government and a strong military presence in the Pakistan army with which we could collaborate . In Haiti those institutions were already weak and in many cases have been <e106:destroyed> by the earthquake . ",damage causes destroyed,,,
2010.02.03.cross.quake.resistant.housing,In Haiti those institutions were already weak and in many cases have been <destroyed> by the <earthquake> . ,In Haiti those institutions were already weak and in many cases have been <e106:destroyed> by the earthquake . ,earthquake causes destroyed,,,
2010.02.03.cross.quake.resistant.housing,"A good architect will never decide at a distance what the right technical approach would be , because it 's always important to <understand> the location. ...  So when we go to Haiti , the first thing we will do will be to carry out participation workshops with the local communities , to <carry> out a needs assessment but also a skills assessment ... so we design the right buildings , appropriate to the materials available and the skills that are present . ","A good architect will never decide at a distance what the right technical approach would be , because it 's always important to <e98:understand> the location ....  So when we go to Haiti , the first thing we will do will be to carry out participation workshops with the local communities , to carry out a needs assessment but also a skills assessment ... so we design the right buildings , appropriate to the materials available and the skills that are present .",understand causes carry,,,
2010.02.03.cross.quake.resistant.housing,"After a severe <earthquake> centered in Pakistan 's Kashmir province killed more than 70,000 people in 2005 , teams from a nonprofit architecture group based in London , England , helped the region start to <rebuild> . ","After a severe earthquake <e1:centered> in Pakistan 's Kashmir province <e2:killed> more than 70,000 people in 2005 , teams from a nonprofit architecture group <e3:based> in London , England , <e4:helped> the region start to <e5:rebuild> . ",earthquake causes rebuild,"e1, e1","e2, e5","before, before"
2010.02.03.cross.quake.resistant.housing,"What we were doing there was <working> with local NGOs [ non-governmental organizations ] , particularly with Muslim Aid , to <identify> the most vulnerable members of the community who could most benefit from our architectural and design skills , and could n't afford to buy in their own construction expertise , and would be most marginalized and vulnerable in the future . ","What we were doing there was <e44:working> with local NGOs [ non-governmental organizations ] , particularly with Muslim Aid , to identify the most vulnerable members of the community who could most benefit from our architectural and design skills , and could n't <e48:afford> to buy in their own construction expertise , and would be most marginalized and vulnerable in the future . ",working causes identify,,,
2010.02.03.cross.quake.resistant.housing,"Building <design> is a way to solve that problem . ""  In Pakistan , Article 25 worked with local craftspeople to determine the best way to build structures that could withstand quakes and then helped train people to <build> them . ","Building design is a way to solve that problem . "" In Pakistan , Article 25 <e18:worked> with local craftspeople to determine the best way to <e20:build> structures that could withstand quakes and then <e22:helped> train people to <e24:build> them . ",design causes build,,,
2010.02.03.cross.quake.resistant.housing,"After a severe <earthquake> centered in Pakistan 's Kashmir province <killed> more than 70,000 people in 2005 , teams from a nonprofit architecture group based in London , England , helped the region start to rebuild . ","After a severe earthquake <e1:centered> in Pakistan 's Kashmir province <e2:killed> more than 70,000 people in 2005 , teams from a nonprofit architecture group <e3:based> in London , England , <e4:helped> the region start to <e5:rebuild> . ",earthquake causes killed,,,
2010.02.06.iran.nuclear,"The West <suspects> Iran of trying to build nuclear bombs , but Iran says its program is for peaceful power generation .  On Friday , Iran 's foreign minister said he believes a solution will be reached over a proposed <deal> to export uranium for enrichment abroad , a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons . ","The West <e26:suspects> Iran of trying to build nuclear bombs , but Iran <e29:says> its program is for peaceful power generation .  On Friday , Iran 's foreign minister <e30:said> he <e31:believes> a solution will be <e32:reached> over a proposed deal to export uranium for enrichment abroad , a demand of Western nations that worry that Tehran <e34:plans> to <e35:use> its program to <e36:build> nuclear weapons . ",suspects causes deal,"e34, e34","e35, e36","before, before"
2010.02.06.iran.nuclear,"The West <suspects> Iran of trying to build nuclear bombs , but Iran says its program is for peaceful power generation .  On Friday , Iran 's foreign minister said he believes a solution will be reached over a proposed deal to <export> uranium for enrichment abroad , a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons . ","The West <e26:suspects> Iran of trying to build nuclear bombs , but Iran <e29:says> its program is for peaceful power generation .  On Friday , Iran 's foreign minister <e30:said> he <e31:believes> a solution will be <e32:reached> over a proposed deal to export uranium for enrichment abroad , a demand of Western nations that worry that Tehran <e34:plans> to <e35:use> its program to <e36:build> nuclear weapons . ",suspects causes export,,,
2010.02.06.iran.nuclear,"The inauguration of the production lines for the anti-helicopter Qaem missile , and the anti-armor Toofan-5 ( Hurricane ) missile , came three days after Iran test-launched a rocket capable of carrying a satellite , a <launch> <deemed> a "" provocative act "" by Washington . ","The inauguration of the production lines for the anti-helicopter Qaem missile , and the anti-armor Toofan-5 ( Hurricane ) missile , <e2:came> three days after Iran test-launched a rocket capable of carrying a satellite , a launch <e5:deemed> a "" provocative act "" by Washington . ",launch causes deemed,,,
2010.02.06.iran.nuclear,""" The <discussions> are still being <conducted> , and we will inform the nation of any final agreements , "" said Ali Akbar Salehi , director of the Atomic Energy Organization of Iran , on Wednesday according to the state-run Iranian Labour News Agency . ",""" The discussions are still being <e43:conducted> , and we will inform the nation of any final agreements , "" <e45:said> Ali Akbar Salehi , director of the Atomic Energy Organization of Iran , on Wednesday according to the state-run Iranian Labour News Agency . ",discussions causes conducted,,,
2010.02.06.iran.nuclear,"The <inauguration> of the production lines for the anti-helicopter Qaem missile , and the anti-armor Toofan-5 ( Hurricane ) missile , <came> three days after Iran test-launched a rocket capable of carrying a satellite , a launch deemed a "" provocative act "" by Washington . ","The inauguration of the production lines for the anti-helicopter Qaem missile , and the anti-armor Toofan-5 ( Hurricane ) missile , <e2:came> three days after Iran test-launched a rocket capable of carrying a satellite , a launch <e5:deemed> a "" provocative act "" by Washington . ",inauguration causes came,,,
2010.02.06.iran.nuclear,"On Friday , Iran 's foreign minister said he believes a <solution> will be <reached> over a proposed deal to export uranium for enrichment abroad , a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons . ","On Friday , Iran 's foreign minister <e30:said> he <e31:believes> a solution will be <e32:reached> over a proposed deal to export uranium for enrichment abroad , a demand of Western nations that worry that Tehran <e34:plans> to <e35:use> its program to <e36:build> nuclear weapons . ",solution causes reached,,,
2010.02.06.iran.nuclear,"On Friday , Iran 's foreign minister said he believes a solution will be <reached> over a proposed deal to <export> uranium for enrichment abroad , a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons . ","On Friday , Iran 's foreign minister <e30:said> he <e31:believes> a solution will be <e32:reached> over a proposed deal to export uranium for enrichment abroad , a demand of Western nations that worry that Tehran <e34:plans> to <e35:use> its program to <e36:build> nuclear weapons . ",export causes reached,,,
2010.02.06.iran.nuclear,"The West <suspects> Iran of trying to build nuclear bombs , but Iran says its program is for peaceful power generation .  On Friday , Iran 's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad , a <demand> of Western nations that worry that Tehran plans to use its program to build nuclear weapons . ","The West <e26:suspects> Iran of trying to build nuclear bombs , but Iran <e29:says> its program is for peaceful power generation .  On Friday , Iran 's foreign minister <e30:said> he <e31:believes> a solution will be <e32:reached> over a proposed deal to export uranium for enrichment abroad , a demand of Western nations that worry that Tehran <e34:plans> to <e35:use> its program to <e36:build> nuclear weapons . ",demand causes suspects,e36,e26,before
2010.02.06.iran.nuclear,The announcement of new missile production coincided with a 10-day period <marking> the 31st anniversary of the 1979 Islamic <revolution> that toppled the U.S. - backed shah . ,The announcement of new missile production <e12:coincided> with a 10-day period <e13:marking> the 31st anniversary of the 1979 Islamic revolution that <e14:toppled> the U.S. - backed shah . ,revolution causes marking,,,
2010.02.06.iran.nuclear,The announcement of new missile production coincided with a 10-day period marking the 31st anniversary of the 1979 Islamic revolution that <toppled> the U.S. - <backed> shah . ,The announcement of new missile production <e12:coincided> with a 10-day period <e13:marking> the 31st anniversary of the 1979 Islamic revolution that <e14:toppled> the U.S. - backed shah . ,toppled causes backed,,,
2010.02.06.iran.nuclear,The laser guided anti-helicopter Qaem rocket is designed to <resist> enemy <actions> in electronic warfare . ,The laser guided anti-helicopter Qaem rocket is <e21:designed> to resist enemy actions in electronic warfare . ,actions causes resist,,,
2010.02.06.iran.nuclear,The announcement of new missile production coincided with a 10-day period marking the 31st anniversary of the 1979 Islamic <revolution> that <toppled> the U.S. - backed shah . ,The announcement of new missile production <e12:coincided> with a 10-day period <e13:marking> the 31st anniversary of the 1979 Islamic revolution that <e14:toppled> the U.S. - backed shah . ,revolution causes toppled,,,
2010.02.06.iran.nuclear,""" They [ Western countries ] can come and build 20 nuclear power plants for us ; Russia , France and the United States can <come> and <sign> contracts and build the power plants . ",""" They [ Western countries ] can come and build 20 nuclear power plants for us ; Russia , France and the United States can <e68:come> and sign contracts and build the power plants . ",sign causes come,,,
2010.02.06.iran.nuclear,"By mass <producing> and <delivering> these modern arms , Iran 's department of defense aims to increase its ground and air defenses , the semi-official Fars news agency reported . ",""" By mass producing and <e9:delivering> these modern arms , Iran 's department of defense aims to increase its ground and air defenses , the semi-official Fars news agency <e11:reported> . ",producing causes delivering,,,
2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems come at a bad time for Toyota , which has seen its prized reputation for quality and safety badly <damaged> by the <recalls> and the news attention given to them . ","Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems <e52:come> at a bad time for Toyota , which has <e53:seen> its prized reputation for quality and safety badly <e54:damaged> by the recalls and the news attention <e55:given> to them . ",recalls causes damaged,e55,e54,before
2010.02.07.japan.prius.recall.ft,"NHTSA said its Office of Defects investigation has received 124 reports from consumers about problems with the Prius brakes , including four reports that involved <crashes> and two that <resulted> in injuries . ","NHTSA <e35:said> its Office of Defects investigation has <e36:received> 124 reports from consumers about problems with the Prius brakes , including four reports that <e37:involved> crashes and two that <e38:resulted> in injuries . ",crashes causes resulted,e37,e38,before
2010.02.07.japan.prius.recall.ft,"The company has <estimated> that the problem with the gas pedals will <cost> it about 100,000 sales this year and $2 billion in repair costs and lost revenue . ","The company has <e56:estimated> that the problem with the gas pedals will cost it about 100,000 sales this year and $2 billion in repair costs and lost revenue . ",cost causes estimated,,,
2010.02.07.japan.prius.recall.ft,"But the U.S. National Highway Traffic Safety Administration <announced> Thursday it is <opening> a formal investigation into problems with the Prius , Toyota 's fourth-best selling model in the United States and the best-selling model in Japan . ","But the U.S. National Highway Traffic Safety Administration <e11:announced> Thursday it is opening a formal investigation into problems with the Prius , Toyota 's fourth-best selling model in the United States and the best-selling model in Japan . ",opening causes announced,,,
2010.02.07.japan.prius.recall.ft,"It said it is looking further at the best way to <repair> the problem .  On Thursday , Ford announced that it was changing the software in the braking system for its Fusion and Mercury Milan hybrids to <correct> an occasion glitch in the old software . ","It <e16:said> it is <e17:looking> further at the best way to repair the problem .  On Thursday , Ford <e19:announced> that it was <e20:changing> the software in the braking system for its Fusion and Mercury Milan hybrids to <e21:correct> an occasion glitch in the old software . ",repair causes correct,,,
2010.02.07.japan.prius.recall.ft,But it has yet to <determine> how to <fix> the brakes of vehicles already on the road . ,But it has yet to <e71:determine> how to fix the brakes of vehicles already on the road . ,fix causes determine,,,
2010.02.07.japan.prius.recall.ft,"NHTSA said its Office of Defects <investigation> has <received> 124 reports from consumers about problems with the Prius brakes , including four reports that involved crashes and two that resulted in injuries . ","NHTSA <e35:said> its Office of Defects investigation has <e36:received> 124 reports from consumers about problems with the Prius brakes , including four reports that <e37:involved> crashes and two that <e38:resulted> in injuries . ",received causes investigation,,,
2010.02.07.japan.prius.recall.ft,"Toyota will cooperate fully with NHTSA 's <investigation> , "" the company said in a statement .  Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems come at a bad time for Toyota , which has seen its prized reputation for quality and safety badly <damaged> by the recalls and the news attention given to them . ","Toyota will cooperate fully with NHTSA 's investigation , "" the company <e50:said> in a statement .  Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems <e52:come> at a bad time for Toyota , which has <e53:seen> its prized reputation for quality and safety badly <e54:damaged> by the recalls and the news attention <e55:given> to them . ",damaged causes investigation,,,
2010.02.07.japan.prius.recall.ft,Other experts say the problem could be more long-lasting if consumers who once <trusted> the Toyota brand <decide> to shop elsewhere . ,Other experts <e58:say> the problem could be more long-lasting if consumers who once <e59:trusted> the Toyota brand decide to shop elsewhere . ,trusted causes decide,,,
2010.02.07.japan.prius.recall.ft,The company has acknowledged a software glitch that is <causing> problems with its braking .  It said it is looking further at the best way to <repair> the problem . ,The company has <e14:acknowledged> a software glitch that is <e15:causing> problems with its braking .  It <e16:said> it is <e17:looking> further at the best way to repair the problem . ,causing causes repair,e15,e17,before
2010.02.07.japan.prius.recall.ft,"Toyota has <announced> no <recall> of these vehicles , however , and said it has not received any complaints about the brakes from consumers . ","Toyota has <e8:announced> no recall of these vehicles , however , and <e9:said> it has not <e10:received> any complaints about the brakes from consumers . ",recall causes announced,,,
2010.02.07.japan.prius.recall.ft,"The Prius , which is built in Japan , is not one of the eight models affected by two recent <recalls> -- covering several million vehicles -- to <fix> problems with sticking gas pedals . ","The Prius , which is <e30:built> in Japan , is not one of the eight models <e31:affected> by two recent recalls -- <e32:covering> several million vehicles -- to <e33:fix> problems with sticking gas pedals . ",fix causes recalls,e33,e31,after
2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems come at a bad time for Toyota , which has seen its prized reputation for quality and safety badly <damaged> by the recalls and the news attention given to them .  The company <has> estimated that the problem with the gas pedals will cost it about 100,000 sales this year and $2 billion in repair costs and lost revenue . ","Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems <e52:come> at a bad time for Toyota , which has <e53:seen> its prized reputation for quality and safety badly <e54:damaged> by the recalls and the news attention <e55:given> to them .  The company has <e56:estimated> that the problem with the gas pedals will cost it about 100,000 sales this year and $2 billion in repair costs and lost revenue . ",damaged causes has,e54,e56,before
2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles , however , and said it has not <received> any <complaints> about the brakes from consumers . ","Toyota has <e8:announced> no recall of these vehicles , however , and <e9:said> it has not <e10:received> any complaints about the brakes from consumers . ",complaints causes received,,,
2010.02.07.japan.prius.recall.ft,"The Prius , which is built in Japan , is not one of the eight models <affected> by two recent <recalls> -- covering several million vehicles -- to fix problems with sticking gas pedals . ","The Prius , which is <e30:built> in Japan , is not one of the eight models <e31:affected> by two recent recalls -- <e32:covering> several million vehicles -- to <e33:fix> problems with sticking gas pedals . ",recalls causes affected,e33,e31,after
2010.02.07.japan.prius.recall.ft,"At 60 mph , though , a vehicle will have <traveled> nearly another 90 feet before the brakes begin to <take> hold . ","At 60 mph , though , a vehicle will have <e65:traveled> nearly another 90 feet before the brakes begin to take hold . ",traveled causes take,,,
2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems come at a bad time for Toyota , which has seen its prized reputation for quality and safety badly <damaged> by the recalls and the news attention given to them .  The company has estimated that the problem with the gas pedals will <cost> it about 100,000 sales this year and $2 billion in repair costs and lost revenue . ","Even if the solution ends up being a relatively simple and inexpensive software adjustment , the Prius braking problems <e52:come> at a bad time for Toyota , which has <e53:seen> its prized reputation for quality and safety badly <e54:damaged> by the recalls and the news attention <e55:given> to them .  The company has <e56:estimated> that the problem with the gas pedals will cost it about 100,000 sales this year and $2 billion in repair costs and lost revenue . ",damaged causes cost,e55,e54,before
2010.02.26.census.redistricting,"The court ruled that the redistricting <plan> unfairly <weakened> the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map , but found the overall redistricting plan engineered by state Republicans acceptable . ","The court <e54:ruled> that the redistricting plan unfairly <e55:weakened> the voting strength of Latinos in two congressional districts and <e56:tossed> out a portion of the congressional map , but <e57:found> the overall redistricting plan <e58:engineered> by state Republicans acceptable . ",plan causes weakened,,,
2010.02.26.census.redistricting,"The more pressing <issue> for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits .  With more than 300 million people in the United States , it can be difficult to make sure than everyone is <counted> . ","The more pressing issue for Prewitt is making sure everyone is <e76:counted> because he <e77:said> those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits .  With more than 300 million people in the United States , it can be difficult to make sure than everyone is <e81:counted> . ",counted causes issue,e77,e76,before
2010.02.26.census.redistricting,"As the census <gets> underway , Prewitt said trying to <count> everyone , as mandated by the Constitution , should be the top concern . ",""" As the census gets underway , Prewitt <e95:said> <e96:trying> to count everyone , as <e98:mandated> by the Constitution , should be the top concern . ",gets causes count,e98,e96,before
2010.02.26.census.redistricting,"President Obama recently encouraged <Americans> to "" take about 10 minutes to <answer> 10 questions "" and fill out their 2010 census form . ","President Obama recently <e1:encouraged> Americans to "" take about 10 minutes to <e4:answer> 10 questions "" and fill out their 2010 census form . ",Americans causes answer,e1,e4,before
2010.02.26.census.redistricting,"The court ruled that the redistricting <plan> unfairly weakened the voting strength of Latinos in two congressional districts and <tossed> out a portion of the congressional map , but found the overall redistricting plan engineered by state Republicans acceptable . ","The court <e54:ruled> that the redistricting plan unfairly <e55:weakened> the voting strength of Latinos in two congressional districts and <e56:tossed> out a portion of the congressional map , but <e57:found> the overall redistricting plan <e58:engineered> by state Republicans acceptable . ",plan causes tossed,,,
2010.03.02.health.care,"Observers note , however , that it remains unclear exactly which health care <provisions> can be approved under reconciliation , which is reserved for legislation pertaining to the budget .  Republicans have angrily <criticized> the Democrats ' potential use of reconciliation , arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill . ","Observers note , however , that it remains unclear exactly which health care provisions can be <e45:approved> under reconciliation , which is <e46:reserved> for legislation <e47:pertaining> to the budget .  Republicans have angrily <e48:criticized> the Democrats ' potential use of reconciliation , <e49:arguing> that the maneuver was never <e50:intended> to be <e51:used> for major policy overhauls along the lines of the health care bill . ",provisions causes criticized,,,
2010.03.02.health.care,""" The meeting was a good opportunity to move past the usual rhetoric and sound bites that have come to <characterize> this <debate> and identify areas on which we agree and disagree , "" he wrote . ",""" The meeting was a good opportunity to move past the usual rhetoric and sound bites that have <e16:come> to characterize this debate and <e18:identify> areas on which we agree and <e19:disagree> , "" he <e20:wrote> . ",debate causes characterize,,,
2010.03.02.health.care,"Observers note , however , that it remains unclear exactly which health care <provisions> can be <approved> under reconciliation , which is reserved for legislation pertaining to the budget . ","Observers note , however , that it remains unclear exactly which health care provisions can be <e45:approved> under reconciliation , which is <e46:reserved> for legislation <e47:pertaining> to the budget . ",provisions causes approved,,,
2010.03.02.health.care,McConnell <repeated> GOP <calls> for Congress to re-start deliberations from scratch . ,""" McConnell <e25:repeated> GOP calls for Congress to re-start deliberations from scratch . ",repeated causes calls,,,
2010.03.17.france.eta.policeman,"It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who <directs> commandos that <carry> out deadly attacks , has been detained , Spanish Interior Minister Alfredo Perez Rubalcaba said on February 28 . ",""" It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who directs commandos that <e35:carry> out deadly attacks , has been <e36:detained> , Spanish Interior Minister Alfredo Perez Rubalcaba <e37:said> on February 28 . ",directs causes carry,e35,e36,before
2010.03.17.france.eta.policeman,"French police responded to reports of car <theft> in a town near Paris late Tuesday and a shootout ensued with a group of alleged thieves .  Most of them escaped but police <captured> one and he was later identified as a suspected ETA member , said the spokeswoman , who by custom is not identified . ","French police <e7:responded> to reports of car theft in a town near Paris late Tuesday and a shootout <e8:ensued> with a group of alleged thieves .  Most of them <e9:escaped> but police <e10:captured> one and he was later <e11:identified> as a suspected ETA member , <e12:said> the spokeswoman , who by custom is not identified . ",theft causes captured,e7,e10,before
2010.03.17.france.eta.policeman,ETA is <blamed> for more than 800 killings in its long <fight> for Basque independence and is listed as a terrorist organization by the European Union and the United States . ,ETA is <e5:blamed> for more than 800 killings in its long fight for Basque independence and is <e6:listed> as a terrorist organization by the European Union and the United States . ,fight causes blamed,,,
2010.03.17.france.eta.policeman,"It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who directs commandos that <carry> out deadly <attacks> , has been detained , Spanish Interior Minister Alfredo Perez Rubalcaba said on February 28 . ",""" It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who directs commandos that <e35:carry> out deadly attacks , has been <e36:detained> , Spanish Interior Minister Alfredo Perez Rubalcaba <e37:said> on February 28 . ",carry causes attacks,e35,e36,before
2010.03.17.france.eta.policeman,ETA is blamed for more than 800 <killings> in its long fight for Basque independence and is <listed> as a terrorist organization by the European Union and the United States . ,ETA is <e5:blamed> for more than 800 killings in its long fight for Basque independence and is <e6:listed> as a terrorist organization by the European Union and the United States . ,killings causes listed,e5,e6,before
2010.03.17.france.eta.policeman,ETA is blamed for more than 800 killings in its long <fight> for Basque independence and is <listed> as a terrorist organization by the European Union and the United States . ,ETA is <e5:blamed> for more than 800 killings in its long fight for Basque independence and is <e6:listed> as a terrorist organization by the European Union and the United States . ,fight causes listed,e5,e6,before
2010.03.17.france.eta.policeman,"But in recent years as Spain has <enlisted> increased <cooperation> from France in cracking down on ETA hideouts , there have been various exchanges of gunfire between ETA suspects and French police , wounding some officers . ","But in recent years as Spain has <e22:enlisted> increased cooperation from France in cracking down on ETA hideouts , there have been various exchanges of gunfire between ETA suspects and French police , <e24:wounding> some officers . ",cooperation causes enlisted,,,
2010.03.17.france.eta.policeman,"We have <established> a close cooperation with Spanish authorities , and we decided to strike , and strike hard because France does n't have to <welcome> terrorists . "" ","We have <e30:established> a close cooperation with Spanish authorities , and we <e31:decided> to <e32:strike> , and <e33:strike> hard because France does n't have to welcome terrorists . ",welcome causes established,,,
2010.03.17.france.eta.policeman,"But in recent years as Spain has <enlisted> increased cooperation from France in cracking down on ETA hideouts , there have been various <exchanges> of gunfire between ETA suspects and French police , wounding some officers . ","But in recent years as Spain has <e22:enlisted> increased cooperation from France in cracking down on ETA hideouts , there have been various exchanges of gunfire between ETA suspects and French police , <e24:wounding> some officers . ",enlisted causes exchanges,e22,e24,before
2010.03.17.france.eta.policeman,"After each such <arrest> , ETA <replaced> the top leader , Rubalcaba said , and he warned that the latest arrests do not signify the end of ETA . ","After each such arrest , ETA <e38:replaced> the top leader , Rubalcaba <e39:said> , and he <e40:warned> that the latest arrests do not <e41:signify> the end of ETA . ",arrest causes replaced,e38,e41,before
2010.03.17.france.eta.policeman,"Police in Spain have been on heightened <alert> for a potential ETA attack or kidnapping since December , when Rubalcaba <issued> an unusual public warning . ","Police in Spain have been on heightened alert for a potential ETA attack or kidnapping since December , when Rubalcaba <e50:issued> an unusual public warning . ",issued causes alert,,,
2010.03.17.france.eta.policeman,"But in recent years as Spain has enlisted increased cooperation from France in cracking down on ETA hideouts , there have been various exchanges of gunfire between ETA suspects and French police , <wounding> some officers .  Almost all of ETA 's fatal <shootings> and car bombings have occurred in Spain . ","But in recent years as Spain has <e22:enlisted> increased cooperation from France in cracking down on ETA hideouts , there have been various exchanges of gunfire between ETA suspects and French police , <e24:wounding> some officers .  Almost all of ETA 's fatal shootings and car bombings have <e25:occurred> in Spain . ",shootings causes wounding,,,
2010.03.17.france.eta.policeman,ETA is <blamed> for more than 800 <killings> in its long fight for Basque independence and is listed as a terrorist organization by the European Union and the United States . ,ETA is <e5:blamed> for more than 800 killings in its long fight for Basque independence and is <e6:listed> as a terrorist organization by the European Union and the United States . ,killings causes blamed,e5,e6,before
2010.03.17.france.eta.policeman,French police <responded> to reports of car <theft> in a town near Paris late Tuesday and a shootout ensued with a group of alleged thieves . ,French police <e7:responded> to reports of car theft in a town near Paris late Tuesday and a shootout <e8:ensued> with a group of alleged thieves . ,theft causes responded,e8,e7,before
2010.03.17.france.eta.policeman,""" These have been the worst two months for ETA in its history , "" Rubalcaba said last February , adding that in addition to the 32 arrests , police <seized> 4,400 pounds of explosives in various <raids> this year . ",""" These have been the worst two months for ETA in its history , "" Rubalcaba <e53:said> last February , <e54:adding> that in addition to the 32 arrests , police <e55:seized> 4,400 pounds of explosives in various raids this year . ",raids causes seized,,,
2010.03.17.france.eta.policeman,"A French police officer has <died> in a <shootout> with suspected members of the Basque separatist group ETA near Paris , the Spanish Interior Ministry said Wednesday . ","A French police officer has <e1:died> in a shootout with suspected members of the Basque separatist group ETA near Paris , the Spanish Interior Ministry <e2:said> Wednesday . ",shootout causes died,,,
2010.03.17.france.eta.policeman,"But in recent years as Spain has enlisted increased cooperation from France in cracking down on ETA hideouts , there have been various exchanges of gunfire between ETA suspects and French police , <wounding> some officers .  Almost all of ETA 's fatal shootings and car <bombings> have occurred in Spain . ","But in recent years as Spain has <e22:enlisted> increased cooperation from France in cracking down on ETA hideouts , there have been various exchanges of gunfire between ETA suspects and French police , <e24:wounding> some officers .  Almost all of ETA 's fatal shootings and car bombings have <e25:occurred> in Spain . ",bombings causes wounding,,,
2010.03.17.france.eta.policeman,"It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who <directs> commandos that carry out deadly attacks , has been <detained> , Spanish Interior Minister Alfredo Perez Rubalcaba said on February 28 . ",""" It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who directs commandos that <e35:carry> out deadly attacks , has been <e36:detained> , Spanish Interior Minister Alfredo Perez Rubalcaba <e37:said> on February 28 . ",directs causes detained,e35,e36,before
2010.03.17.france.eta.policeman,"After each such arrest , ETA replaced the top leader , Rubalcaba said , and he warned that the latest <arrests> do not <signify> the end of ETA . ","After each such arrest , ETA <e38:replaced> the top leader , Rubalcaba <e39:said> , and he <e40:warned> that the latest arrests do not <e41:signify> the end of ETA . ",arrests causes signify,e41,e40,before
2010.03.17.france.eta.policeman,"It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who directs commandos that carry out deadly attacks , has been <detained> , Spanish Interior Minister Alfredo Perez Rubalcaba said on February 28 .  After each such <arrest> , ETA replaced the top leader , Rubalcaba said , and he warned that the latest arrests do not signify the end of ETA . ",""" It was the fifth time since May 2008 that the suspected top ETA "" military "" leader , who directs commandos that <e35:carry> out deadly attacks , has been <e36:detained> , Spanish Interior Minister Alfredo Perez Rubalcaba <e37:said> on February 28 .  After each such arrest , ETA <e38:replaced> the top leader , Rubalcaba <e39:said> , and he <e40:warned> that the latest arrests do not <e41:signify> the end of ETA . ",arrest causes detained,,,
2010.03.22.africa.elephants.ivory.trade,CITES <banned> the international commercial ivory <trade> in 1989 after elephant populations dropped dramatically across the world due to widespread poaching . ,""" CITES <e23:banned> the international commercial ivory trade in 1989 after elephant populations <e24:dropped> dramatically across the world due to widespread poaching . ",trade causes banned,e24,e23,before
2010.03.22.africa.elephants.ivory.trade,"But in 1997 and 2002 it <permitted> Botswana , Namibia , South Africa and Zimbabwe to sell limited stocks of ivory to Japan , in <recognition> of the fact that some southern African elephant populations were healthy and well managed . ","But in 1997 and 2002 it <e25:permitted> Botswana , Namibia , South Africa and Zimbabwe to sell limited stocks of ivory to Japan , in recognition of the fact that some southern African elephant populations were healthy and well <e27:managed> . ",recognition causes permitted,e27,e25,before
