"docid","paragraphid","sentenceid","tokenid","token","pos"
"2010.02.03.cross.quake.resistant.housing","0","48","23","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","48","24","strong","JJ"
"2010.02.03.cross.quake.resistant.housing","0","48","25","military","JJ"
"2010.02.03.cross.quake.resistant.housing","0","48","26","presence","NN"
"2010.02.03.cross.quake.resistant.housing","0","48","27","in","IN"
"2010.02.03.cross.quake.resistant.housing","0","48","28","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","48","29","Pakistan","NNP"
"2010.02.03.cross.quake.resistant.housing","0","48","30","army","NN"
"2010.02.03.cross.quake.resistant.housing","0","48","31","with","IN"
"2010.02.03.cross.quake.resistant.housing","0","48","32","which","WDT"
"2010.02.03.cross.quake.resistant.housing","0","48","33","we","PRP"
"2010.02.03.cross.quake.resistant.housing","0","48","34","could","MD"
"2010.02.03.cross.quake.resistant.housing","0","48","35","collaborate","VB"
"2010.02.03.cross.quake.resistant.housing","0","48","36",".","."
"2010.02.03.cross.quake.resistant.housing","0","49","0","In","IN"
"2010.02.03.cross.quake.resistant.housing","0","49","1","Haiti","NNP"
"2010.02.03.cross.quake.resistant.housing","0","49","2","those","DT"
"2010.02.03.cross.quake.resistant.housing","0","49","3","institutions","NNS"
"2010.02.03.cross.quake.resistant.housing","0","49","4","were","VBD"
"2010.02.03.cross.quake.resistant.housing","0","49","5","already","RB"
"2010.02.03.cross.quake.resistant.housing","0","49","6","weak","JJ"
"2010.02.03.cross.quake.resistant.housing","0","49","7","and","CC"
"2010.02.03.cross.quake.resistant.housing","0","49","8","in","IN"
"2010.02.03.cross.quake.resistant.housing","0","49","9","many","JJ"
"2010.02.03.cross.quake.resistant.housing","0","49","10","cases","NNS"
"2010.02.03.cross.quake.resistant.housing","0","49","11","have","VBP"
"2010.02.03.cross.quake.resistant.housing","0","49","12","been","VBN"
"2010.02.03.cross.quake.resistant.housing","0","49","13","destroyed","VBN"
"2010.02.03.cross.quake.resistant.housing","0","49","14","by","IN"
"2010.02.03.cross.quake.resistant.housing","0","49","15","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","49","16","earthquake","NN"
"2010.02.03.cross.quake.resistant.housing","0","49","17",".","."
"2010.02.03.cross.quake.resistant.housing","0","50","0","The","DT"
"2010.02.03.cross.quake.resistant.housing","0","50","1","partnerships","NNS"
"2010.02.03.cross.quake.resistant.housing","0","50","2","which","WDT"
"2010.02.03.cross.quake.resistant.housing","0","50","3","we","PRP"
"2010.02.03.cross.quake.resistant.housing","0","50","4","would","MD"
"2010.02.03.cross.quake.resistant.housing","0","50","5","look","VB"
"2010.02.03.cross.quake.resistant.housing","0","50","6","to","TO"
"2010.02.03.cross.quake.resistant.housing","0","50","7","build","VB"
"2010.02.03.cross.quake.resistant.housing","0","50","8","with","IN"
"2010.02.03.cross.quake.resistant.housing","0","50","9","local","JJ"
"2010.02.03.cross.quake.resistant.housing","0","50","10","governments","NNS"
"2010.02.03.cross.quake.resistant.housing","0","50","11","may","MD"
"2010.02.03.cross.quake.resistant.housing","0","50","12","be","VB"
"2010.02.03.cross.quake.resistant.housing","0","50","13","much","JJ"
"2010.02.03.cross.quake.resistant.housing","0","50","14","harder.","NN"
"2010.02.03.cross.quake.resistant.housing","0","50","15","...",":"
"2010.02.03.cross.quake.resistant.housing","0","51","0","There","EX"
"2010.02.03.cross.quake.resistant.housing","0","51","1","'s","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","51","2","likely","JJ"
"2010.02.03.cross.quake.resistant.housing","0","51","3","to","TO"
"2010.02.03.cross.quake.resistant.housing","0","51","4","be","VB"
"2010.02.03.cross.quake.resistant.housing","0","51","5","an","DT"
"2010.02.03.cross.quake.resistant.housing","0","51","6","even","RB"
"2010.02.03.cross.quake.resistant.housing","0","51","7","greater","JJR"
"2010.02.03.cross.quake.resistant.housing","0","51","8","role","NN"
"2010.02.03.cross.quake.resistant.housing","0","51","9","for","IN"
"2010.02.03.cross.quake.resistant.housing","0","51","10","strong","JJ"
"2010.02.03.cross.quake.resistant.housing","0","51","11","strategic","JJ"
"2010.02.03.cross.quake.resistant.housing","0","51","12","planning","NN"
"2010.02.03.cross.quake.resistant.housing","0","51","13","and","CC"
"2010.02.03.cross.quake.resistant.housing","0","51","14","long-term","JJ"
"2010.02.03.cross.quake.resistant.housing","0","51","15","thinking","NN"
"2010.02.03.cross.quake.resistant.housing","0","51","16","from","IN"
"2010.02.03.cross.quake.resistant.housing","0","51","17","architects.","NN"
"2010.02.03.cross.quake.resistant.housing","0","51","18","...",":"
"2010.02.03.cross.quake.resistant.housing","0","52","0","I","PRP"
"2010.02.03.cross.quake.resistant.housing","0","52","1","should","MD"
"2010.02.03.cross.quake.resistant.housing","0","52","2","say","VB"
"2010.02.03.cross.quake.resistant.housing","0","52","3","that","IN"
"2010.02.03.cross.quake.resistant.housing","0","52","4","you","PRP"
"2010.02.03.cross.quake.resistant.housing","0","52","5","should","MD"
"2010.02.03.cross.quake.resistant.housing","0","52","6","never","RB"
"2010.02.03.cross.quake.resistant.housing","0","52","7","see","VB"
"2010.02.03.cross.quake.resistant.housing","0","52","8","Haiti","NNP"
"2010.02.03.cross.quake.resistant.housing","0","52","9","as","IN"
"2010.02.03.cross.quake.resistant.housing","0","52","10","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","52","11","blank","JJ"
"2010.02.03.cross.quake.resistant.housing","0","52","12","slate","NN"
"2010.02.03.cross.quake.resistant.housing","0","52","13",".","."
"2010.02.03.cross.quake.resistant.housing","0","53","0","You","PRP"
"2010.02.03.cross.quake.resistant.housing","0","53","1","look","VBP"
"2010.02.03.cross.quake.resistant.housing","0","53","2","at","IN"
"2010.02.03.cross.quake.resistant.housing","0","53","3","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","53","4","images","NNS"
"2010.02.03.cross.quake.resistant.housing","0","53","5",",",","
"2010.02.03.cross.quake.resistant.housing","0","53","6","you","PRP"
"2010.02.03.cross.quake.resistant.housing","0","53","7","think","VBP"
"2010.02.03.cross.quake.resistant.housing","0","53","8","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","53","9","damage","NN"
"2010.02.03.cross.quake.resistant.housing","0","53","10","is","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","53","11","so","RB"
"2010.02.03.cross.quake.resistant.housing","0","53","12","great","JJ"
"2010.02.03.cross.quake.resistant.housing","0","53","13",",",","
"2010.02.03.cross.quake.resistant.housing","0","53","14","it","PRP"
"2010.02.03.cross.quake.resistant.housing","0","53","15","'s","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","53","16","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","53","17","clean","JJ"
"2010.02.03.cross.quake.resistant.housing","0","53","18","sweep","NN"
"2010.02.03.cross.quake.resistant.housing","0","53","19","--",":"
"2010.02.03.cross.quake.resistant.housing","0","53","20","but","CC"
"2010.02.03.cross.quake.resistant.housing","0","53","21","you","PRP"
"2010.02.03.cross.quake.resistant.housing","0","53","22","should","MD"
"2010.02.03.cross.quake.resistant.housing","0","53","23","never","RB"
"2010.02.03.cross.quake.resistant.housing","0","53","24","see","VB"
"2010.02.03.cross.quake.resistant.housing","0","53","25","it","PRP"
"2010.02.03.cross.quake.resistant.housing","0","53","26","as","IN"
"2010.02.03.cross.quake.resistant.housing","0","53","27","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","53","28","blank","JJ"
"2010.02.03.cross.quake.resistant.housing","0","53","29","canvas","NN"
"2010.02.03.cross.quake.resistant.housing","0","53","30","on","IN"
"2010.02.03.cross.quake.resistant.housing","0","53","31","which","WDT"
"2010.02.03.cross.quake.resistant.housing","0","53","32","to","TO"
"2010.02.03.cross.quake.resistant.housing","0","53","33","impose","VB"
"2010.02.03.cross.quake.resistant.housing","0","53","34","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","53","35","master","NN"
"2010.02.03.cross.quake.resistant.housing","0","53","36","plan","NN"
"2010.02.03.cross.quake.resistant.housing","0","53","37","from","IN"
"2010.02.03.cross.quake.resistant.housing","0","53","38","London","NNP"
"2010.02.03.cross.quake.resistant.housing","0","53","39","or","CC"
"2010.02.03.cross.quake.resistant.housing","0","53","40","North","NNP"
"2010.02.03.cross.quake.resistant.housing","0","53","41","America","NNP"
"2010.02.03.cross.quake.resistant.housing","0","53","42",".","."
"2010.02.03.cross.quake.resistant.housing","0","54","0","There","EX"
"2010.02.03.cross.quake.resistant.housing","0","54","1","remains","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","54","2","in","IN"
"2010.02.03.cross.quake.resistant.housing","0","54","3","Haiti","NNP"
"2010.02.03.cross.quake.resistant.housing","0","54","4","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","54","5","social","JJ"
"2010.02.03.cross.quake.resistant.housing","0","54","6","infrastructure","NN"
"2010.02.03.cross.quake.resistant.housing","0","54","7",",",","
"2010.02.03.cross.quake.resistant.housing","0","54","8","an","DT"
"2010.02.03.cross.quake.resistant.housing","0","54","9","economic","JJ"
"2010.02.03.cross.quake.resistant.housing","0","54","10","infrastructure","NN"
"2010.02.03.cross.quake.resistant.housing","0","54","11",",",","
"2010.02.03.cross.quake.resistant.housing","0","54","12","even","RB"
"2010.02.03.cross.quake.resistant.housing","0","54","13","in","IN"
"2010.02.03.cross.quake.resistant.housing","0","54","14","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","54","15","slum","NN"
"2010.02.03.cross.quake.resistant.housing","0","54","16","areas","NNS"
"2010.02.03.cross.quake.resistant.housing","0","54","17","there","EX"
"2010.02.03.cross.quake.resistant.housing","0","54","18","'s","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","54","19","an","DT"
"2010.02.03.cross.quake.resistant.housing","0","54","20","economically","RB"
"2010.02.03.cross.quake.resistant.housing","0","54","21","vibrant","JJ"
"2010.02.03.cross.quake.resistant.housing","0","54","22","infrastructure","NN"
"2010.02.03.cross.quake.resistant.housing","0","54","23",".","."
"2010.02.03.cross.quake.resistant.housing","0","55","0","It","PRP"
"2010.02.03.cross.quake.resistant.housing","0","55","1","'s","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","55","2","those","DT"
"2010.02.03.cross.quake.resistant.housing","0","55","3","threads","NNS"
"2010.02.03.cross.quake.resistant.housing","0","55","4","of","IN"
"2010.02.03.cross.quake.resistant.housing","0","55","5","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","55","6","community","NN"
"2010.02.03.cross.quake.resistant.housing","0","55","7","infrastructure","NN"
"2010.02.03.cross.quake.resistant.housing","0","55","8","that","IN"
"2010.02.03.cross.quake.resistant.housing","0","55","9","we","PRP"
"2010.02.03.cross.quake.resistant.housing","0","55","10","need","VBP"
"2010.02.03.cross.quake.resistant.housing","0","55","11","to","TO"
"2010.02.03.cross.quake.resistant.housing","0","55","12","find","VB"
"2010.02.03.cross.quake.resistant.housing","0","55","13","and","CC"
"2010.02.03.cross.quake.resistant.housing","0","55","14","build","VB"
"2010.02.03.cross.quake.resistant.housing","0","55","15","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","55","16","new","JJ"
"2010.02.03.cross.quake.resistant.housing","0","55","17","Haiti","NNP"
"2010.02.03.cross.quake.resistant.housing","0","55","18","around","IN"
"2010.02.03.cross.quake.resistant.housing","0","55","19",".","."
"2010.02.03.cross.quake.resistant.housing","0","56","0","So","IN"
"2010.02.03.cross.quake.resistant.housing","0","56","1","all","DT"
"2010.02.03.cross.quake.resistant.housing","0","56","2","of","IN"
"2010.02.03.cross.quake.resistant.housing","0","56","3","our","PRP$"
"2010.02.03.cross.quake.resistant.housing","0","56","4","work","NN"
"2010.02.03.cross.quake.resistant.housing","0","56","5","starts","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","56","6","with","IN"
"2010.02.03.cross.quake.resistant.housing","0","56","7","community","NN"
"2010.02.03.cross.quake.resistant.housing","0","56","8","participation","NN"
"2010.02.03.cross.quake.resistant.housing","0","56","9","and","CC"
"2010.02.03.cross.quake.resistant.housing","0","56","10","is","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","56","11","part","NN"
"2010.02.03.cross.quake.resistant.housing","0","56","12","of","IN"
"2010.02.03.cross.quake.resistant.housing","0","56","13","empowering","VBG"
"2010.02.03.cross.quake.resistant.housing","0","56","14","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","56","15","local","JJ"
"2010.02.03.cross.quake.resistant.housing","0","56","16","community","NN"
"2010.02.03.cross.quake.resistant.housing","0","56","17","and","CC"
"2010.02.03.cross.quake.resistant.housing","0","56","18","making","VBG"
"2010.02.03.cross.quake.resistant.housing","0","56","19","sure","JJ"
"2010.02.03.cross.quake.resistant.housing","0","56","20","that","IN"
"2010.02.03.cross.quake.resistant.housing","0","56","21","what","WP"
"2010.02.03.cross.quake.resistant.housing","0","56","22","we","PRP"
"2010.02.03.cross.quake.resistant.housing","0","56","23","design","NN"
"2010.02.03.cross.quake.resistant.housing","0","56","24","is","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","56","25","compatible","JJ"
"2010.02.03.cross.quake.resistant.housing","0","56","26","with","IN"
"2010.02.03.cross.quake.resistant.housing","0","56","27","their","PRP$"
"2010.02.03.cross.quake.resistant.housing","0","56","28","objectives.","NN"
"2010.02.03.cross.quake.resistant.housing","0","56","29","...",":"
"2010.02.03.cross.quake.resistant.housing","0","57","0","One","CD"
"2010.02.03.cross.quake.resistant.housing","0","57","1","of","IN"
"2010.02.03.cross.quake.resistant.housing","0","57","2","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","57","3","big","JJ"
"2010.02.03.cross.quake.resistant.housing","0","57","4","problems","NNS"
"2010.02.03.cross.quake.resistant.housing","0","57","5","immediately","RB"
"2010.02.03.cross.quake.resistant.housing","0","57","6","after","IN"
"2010.02.03.cross.quake.resistant.housing","0","57","7","this","DT"
"2010.02.03.cross.quake.resistant.housing","0","57","8","kind","NN"
"2010.02.03.cross.quake.resistant.housing","0","57","9","of","IN"
"2010.02.03.cross.quake.resistant.housing","0","57","10","disaster","NN"
"2010.02.03.cross.quake.resistant.housing","0","57","11","is","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","57","12","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","57","13","lack","NN"
"2010.02.03.cross.quake.resistant.housing","0","57","14","of","IN"
"2010.02.03.cross.quake.resistant.housing","0","57","15","long-term","JJ"
"2010.02.03.cross.quake.resistant.housing","0","57","16","investment","NN"
"2010.02.03.cross.quake.resistant.housing","0","57","17",".","."
"2010.02.03.cross.quake.resistant.housing","0","58","0","The","DT"
"2010.02.03.cross.quake.resistant.housing","0","58","1","funding","NN"
"2010.02.03.cross.quake.resistant.housing","0","58","2","for","IN"
"2010.02.03.cross.quake.resistant.housing","0","58","3","short-term","JJ"
"2010.02.03.cross.quake.resistant.housing","0","58","4","relief","NN"
"2010.02.03.cross.quake.resistant.housing","0","58","5","is","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","58","6","good","JJ"
"2010.02.03.cross.quake.resistant.housing","0","58","7","and","CC"
"2010.02.03.cross.quake.resistant.housing","0","58","8","is","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","58","9","needed","VBN"
"2010.02.03.cross.quake.resistant.housing","0","58","10",",",","
"2010.02.03.cross.quake.resistant.housing","0","58","11","but","CC"
"2010.02.03.cross.quake.resistant.housing","0","58","12","very","RB"
"2010.02.03.cross.quake.resistant.housing","0","58","13","often","RB"
"2010.02.03.cross.quake.resistant.housing","0","58","14","at","IN"
"2010.02.03.cross.quake.resistant.housing","0","58","15","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","58","16","point","NN"
"2010.02.03.cross.quake.resistant.housing","0","58","17","of","IN"
"2010.02.03.cross.quake.resistant.housing","0","58","18","about","IN"
"2010.02.03.cross.quake.resistant.housing","0","58","19","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","58","20","year","NN"
"2010.02.03.cross.quake.resistant.housing","0","58","21",",",","
"2010.02.03.cross.quake.resistant.housing","0","58","22","that","DT"
"2010.02.03.cross.quake.resistant.housing","0","58","23","funding","NN"
"2010.02.03.cross.quake.resistant.housing","0","58","24","just","RB"
"2010.02.03.cross.quake.resistant.housing","0","58","25","falls","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","58","26","off","RP"
"2010.02.03.cross.quake.resistant.housing","0","58","27","a","DT"
"2010.02.03.cross.quake.resistant.housing","0","58","28","cliff","NN"
"2010.02.03.cross.quake.resistant.housing","0","58","29",".","."
"2010.02.03.cross.quake.resistant.housing","0","59","0","That","DT"
"2010.02.03.cross.quake.resistant.housing","0","59","1","'s","VBZ"
"2010.02.03.cross.quake.resistant.housing","0","59","2","what","WP"
"2010.02.03.cross.quake.resistant.housing","0","59","3","I","PRP"
"2010.02.03.cross.quake.resistant.housing","0","59","4","'m","VBP"
"2010.02.03.cross.quake.resistant.housing","0","59","5","hoping","VBG"
"2010.02.03.cross.quake.resistant.housing","0","59","6","will","MD"
"2010.02.03.cross.quake.resistant.housing","0","59","7","be","VB"
"2010.02.03.cross.quake.resistant.housing","0","59","8","improved","VBN"
"2010.02.03.cross.quake.resistant.housing","0","59","9","on","IN"
"2010.02.03.cross.quake.resistant.housing","0","59","10","in","IN"
"2010.02.03.cross.quake.resistant.housing","0","59","11","the","DT"
"2010.02.03.cross.quake.resistant.housing","0","59","12","Haiti","NNP"
"2010.02.03.cross.quake.resistant.housing","0","59","13","response","NN"
"2010.02.03.cross.quake.resistant.housing","0","59","14",".","."
"2010.02.05.sotu.crowley.column","0","0","0","On","IN"
"2010.02.05.sotu.crowley.column","0","0","1","CNN","NNP"
"2010.02.05.sotu.crowley.column","0","0","2","'s","POS"
"2010.02.05.sotu.crowley.column","0","0","3","""","``"
"2010.02.05.sotu.crowley.column","0","0","4","State","NNP"
"2010.02.05.sotu.crowley.column","0","0","5","of","IN"
"2010.02.05.sotu.crowley.column","0","0","6","the","DT"
"2010.02.05.sotu.crowley.column","0","0","7","Union","NNP"
"2010.02.05.sotu.crowley.column","0","0","8",",",","
"2010.02.05.sotu.crowley.column","0","0","9","""","''"
"2010.02.05.sotu.crowley.column","0","0","10","host","NN"
"2010.02.05.sotu.crowley.column","0","0","11","and","CC"
"2010.02.05.sotu.crowley.column","0","0","12","CNN","NNP"
"2010.02.05.sotu.crowley.column","0","0","13","senior","JJ"
"2010.02.05.sotu.crowley.column","0","0","14","political","JJ"
"2010.02.05.sotu.crowley.column","0","0","15","correspondent","NN"
"2010.02.05.sotu.crowley.column","0","0","16","Candy","NN"
"2010.02.05.sotu.crowley.column","0","0","17","Crowley","NNP"
"2010.02.05.sotu.crowley.column","0","0","18","talks","VBZ"
"2010.02.05.sotu.crowley.column","0","0","19","to","TO"
"2010.02.05.sotu.crowley.column","0","0","20","newsmakers","NNS"
"2010.02.05.sotu.crowley.column","0","0","21","and","CC"
"2010.02.05.sotu.crowley.column","0","0","22","analyzes","VBZ"
"2010.02.05.sotu.crowley.column","0","0","23","the","DT"
"2010.02.05.sotu.crowley.column","0","0","24","week","NN"
"2010.02.05.sotu.crowley.column","0","0","25","'s","POS"
"2010.02.05.sotu.crowley.column","0","0","26","most","RBS"
"2010.02.05.sotu.crowley.column","0","0","27","important","JJ"
"2010.02.05.sotu.crowley.column","0","0","28","issues","NNS"
"2010.02.05.sotu.crowley.column","0","0","29",".","."
"2010.02.05.sotu.crowley.column","0","1","0","As","IN"
"2010.02.05.sotu.crowley.column","0","1","1","she","PRP"
"2010.02.05.sotu.crowley.column","0","1","2","prepares","VBZ"
"2010.02.05.sotu.crowley.column","0","1","3","to","TO"
"2010.02.05.sotu.crowley.column","0","1","4","host","VB"
"2010.02.05.sotu.crowley.column","0","1","5","her","PRP$"
"2010.02.05.sotu.crowley.column","0","1","6","first","JJ"
"2010.02.05.sotu.crowley.column","0","1","7","show","NN"
"2010.02.05.sotu.crowley.column","0","1","8",",",","
"2010.02.05.sotu.crowley.column","0","1","9","Crowley","NNP"
"2010.02.05.sotu.crowley.column","0","1","10","writes","VBZ"
"2010.02.05.sotu.crowley.column","0","1","11","on","IN"
"2010.02.05.sotu.crowley.column","0","1","12","what","WP"
"2010.02.05.sotu.crowley.column","0","1","13","viewers","NNS"
"2010.02.05.sotu.crowley.column","0","1","14","should","MD"
"2010.02.05.sotu.crowley.column","0","1","15","expect","VB"
"2010.02.05.sotu.crowley.column","0","1","16",".","."
"2010.02.05.sotu.crowley.column","0","2","0","I","PRP"
"2010.02.05.sotu.crowley.column","0","2","1","'ve","VBP"
"2010.02.05.sotu.crowley.column","0","2","2","been","VBN"
"2010.02.05.sotu.crowley.column","0","2","3","asked","VBN"
"2010.02.05.sotu.crowley.column","0","2","4","a","DT"
"2010.02.05.sotu.crowley.column","0","2","5","lot","NN"
"2010.02.05.sotu.crowley.column","0","2","6","of","IN"
"2010.02.05.sotu.crowley.column","0","2","7","questions","NNS"
"2010.02.05.sotu.crowley.column","0","2","8","since","IN"
"2010.02.05.sotu.crowley.column","0","2","9","the","DT"
"2010.02.05.sotu.crowley.column","0","2","10","announcement","NN"
"2010.02.05.sotu.crowley.column","0","2","11","that","IN"
"2010.02.05.sotu.crowley.column","0","2","12","I","PRP"
"2010.02.05.sotu.crowley.column","0","2","13","will","MD"
"2010.02.05.sotu.crowley.column","0","2","14","take","VB"
"2010.02.05.sotu.crowley.column","0","2","15","over","IN"
"2010.02.05.sotu.crowley.column","0","2","16","as","RB"
"2010.02.05.sotu.crowley.column","0","2","17","anchor","VB"
"2010.02.05.sotu.crowley.column","0","2","18","of","IN"
"2010.02.05.sotu.crowley.column","0","2","19","CNN","NNP"
"2010.02.05.sotu.crowley.column","0","2","20","'s","POS"
"2010.02.05.sotu.crowley.column","0","2","21","""","``"
"2010.02.05.sotu.crowley.column","0","2","22","State","NNP"
"2010.02.05.sotu.crowley.column","0","2","23","of","IN"
"2010.02.05.sotu.crowley.column","0","2","24","the","DT"
"2010.02.05.sotu.crowley.column","0","2","25","Union","NNP"
"2010.02.05.sotu.crowley.column","0","2","26",".","."
"2010.02.05.sotu.crowley.column","0","2","27","""","''"
"2010.02.05.sotu.crowley.column","0","3","0","Q","NNP"
"2010.02.05.sotu.crowley.column","0","3","1",":",":"
"2010.02.05.sotu.crowley.column","0","3","2","How","WRB"
"2010.02.05.sotu.crowley.column","0","3","3","did","VBD"
"2010.02.05.sotu.crowley.column","0","3","4","you","PRP"
"2010.02.05.sotu.crowley.column","0","3","5","manage","VB"
"2010.02.05.sotu.crowley.column","0","3","6","a","DT"
"2010.02.05.sotu.crowley.column","0","3","7","career","NN"
"2010.02.05.sotu.crowley.column","0","3","8","while","IN"
"2010.02.05.sotu.crowley.column","0","3","9","raising","VBG"
"2010.02.05.sotu.crowley.column","0","3","10","two","CD"
"2010.02.05.sotu.crowley.column","0","3","11","boys","NNS"
"2010.02.05.sotu.crowley.column","0","3","12","as","IN"
"2010.02.05.sotu.crowley.column","0","3","13","a","DT"
"2010.02.05.sotu.crowley.column","0","3","14","single","JJ"
"2010.02.05.sotu.crowley.column","0","3","15","mother","NN"
"2010.02.05.sotu.crowley.column","0","3","16","?","."
"2010.02.05.sotu.crowley.column","0","4","0","I","PRP"
"2010.02.05.sotu.crowley.column","0","4","1","did","VBD"
"2010.02.05.sotu.crowley.column","0","4","2","it","PRP"
"2010.02.05.sotu.crowley.column","0","4","3","like","IN"
"2010.02.05.sotu.crowley.column","0","4","4","millions","NNS"
"2010.02.05.sotu.crowley.column","0","4","5","and","CC"
"2010.02.05.sotu.crowley.column","0","4","6","millions","NNS"
"2010.02.05.sotu.crowley.column","0","4","7","of","IN"
"2010.02.05.sotu.crowley.column","0","4","8","other","JJ"
"2010.02.05.sotu.crowley.column","0","4","9","parents","NNS"
"2010.02.05.sotu.crowley.column","0","4","10","who","WP"
"2010.02.05.sotu.crowley.column","0","4","11","play","VBP"
"2010.02.05.sotu.crowley.column","0","4","12","the","DT"
"2010.02.05.sotu.crowley.column","0","4","13","minute-by-minute","JJ"
"2010.02.05.sotu.crowley.column","0","4","14","juggling","NN"
"2010.02.05.sotu.crowley.column","0","4","15","act","NN"
"2010.02.05.sotu.crowley.column","0","4","16",":",":"
"2010.02.05.sotu.crowley.column","0","4","17","not","RB"
"2010.02.05.sotu.crowley.column","0","4","18","perfectly","RB"
"2010.02.05.sotu.crowley.column","0","4","19",",",","
"2010.02.05.sotu.crowley.column","0","4","20","but","CC"
"2010.02.05.sotu.crowley.column","0","4","21","I","PRP"
"2010.02.05.sotu.crowley.column","0","4","22","loved","VBD"
"2010.02.05.sotu.crowley.column","0","4","23","them","PRP"
"2010.02.05.sotu.crowley.column","0","4","24","above","IN"
"2010.02.05.sotu.crowley.column","0","4","25","all","DT"
"2010.02.05.sotu.crowley.column","0","4","26","else","RB"
"2010.02.05.sotu.crowley.column","0","4","27","and","CC"
"2010.02.05.sotu.crowley.column","0","4","28","did","VBD"
"2010.02.05.sotu.crowley.column","0","4","29","the","DT"
"2010.02.05.sotu.crowley.column","0","4","30","best","JJS"
"2010.02.05.sotu.crowley.column","0","4","31","I","PRP"
"2010.02.05.sotu.crowley.column","0","4","32","knew","VBD"
"2010.02.05.sotu.crowley.column","0","4","33","how","WRB"
"2010.02.05.sotu.crowley.column","0","4","34",".","."
"2010.02.05.sotu.crowley.column","0","5","0","Q","NNP"
"2010.02.05.sotu.crowley.column","0","5","1",":",":"
"2010.02.05.sotu.crowley.column","0","5","2","Where","WRB"
"2010.02.05.sotu.crowley.column","0","5","3","did","VBD"
"2010.02.05.sotu.crowley.column","0","5","4","you","PRP"
"2010.02.05.sotu.crowley.column","0","5","5","grow","VB"
"2010.02.05.sotu.crowley.column","0","5","6","up","RP"
"2010.02.05.sotu.crowley.column","0","5","7","?","."
"2010.02.05.sotu.crowley.column","0","6","0","Michigan","NNP"
"2010.02.05.sotu.crowley.column","0","6","1","and","CC"
"2010.02.05.sotu.crowley.column","0","6","2","Missouri","NNP"
"2010.02.05.sotu.crowley.column","0","6","3",".","."
"2010.02.05.sotu.crowley.column","0","7","0","Q","NNP"
"2010.02.05.sotu.crowley.column","0","7","1",":",":"
"2010.02.05.sotu.crowley.column","0","7","2","Will","MD"
"2010.02.05.sotu.crowley.column","0","7","3","you","PRP"
"2010.02.05.sotu.crowley.column","0","7","4","miss","VB"
"2010.02.05.sotu.crowley.column","0","7","5","the","DT"
"2010.02.05.sotu.crowley.column","0","7","6","political","JJ"
"2010.02.05.sotu.crowley.column","0","7","7","campaign","NN"
"2010.02.05.sotu.crowley.column","0","7","8","trail","NN"
"2010.02.05.sotu.crowley.column","0","7","9","?","."
"2010.02.05.sotu.crowley.column","0","8","0","No","UH"
"2010.02.05.sotu.crowley.column","0","8","1",",",","
"2010.02.05.sotu.crowley.column","0","8","2","because","IN"
"2010.02.05.sotu.crowley.column","0","8","3","I","PRP"
"2010.02.05.sotu.crowley.column","0","8","4","am","VBP"
"2010.02.05.sotu.crowley.column","0","8","5","a","DT"
"2010.02.05.sotu.crowley.column","0","8","6","reporter","NN"
"2010.02.05.sotu.crowley.column","0","8","7","through","IN"
"2010.02.05.sotu.crowley.column","0","8","8","and","CC"
"2010.02.05.sotu.crowley.column","0","8","9","through","IN"
"2010.02.05.sotu.crowley.column","0","8","10",".","."
"2010.02.05.sotu.crowley.column","0","9","0","I","PRP"
"2010.02.05.sotu.crowley.column","0","9","1","'ll","MD"
"2010.02.05.sotu.crowley.column","0","9","2","be","VB"
"2010.02.05.sotu.crowley.column","0","9","3","on","IN"
"2010.02.05.sotu.crowley.column","0","9","4","the","DT"
"2010.02.05.sotu.crowley.column","0","9","5","campaign","NN"
"2010.02.05.sotu.crowley.column","0","9","6","trail","NN"
"2010.02.05.sotu.crowley.column","0","9","7",".","."
